2043	2329	707	3274	962	3790	605	913	1343	526	4096	3960	2769	513	3867	2981	775	3424	2005	3475	3419	3469	2885	2116	4070	1740	3801	1808	337	1517	1694	1563	3006	1018	3460	3377	2921	786	2747	1752	2984	1368	1259	1144	2091	2007	1124	3824	2337	3407	2664	1123	795	2404	2900	607	1765	153	3018	180	2465	3207	3427	156	302	1422	2054	990	3191	882	2964	2972	3595	1390	2271	933	1409	3894	3198	611	1501	2447	3797	602	3388	2626	1328	1112	90	3494	2255
90	805	3254	418	918	368	1350	553	726	2999	3960	4096	91	3260	1024	1738	1304	1758	1867	1871	1134	2482	891	3136	887	690	2244	2779	1870	2241	3121	716	948	312	2822	3011	2443	2403	4076	3563	3730	3883	257	2035	1777	2886	3834	3066	1624	1213	3054	788	986	3839	2069	2631	1530	3631	742	469	3455	3481	419	2750	1369	3309	2615	1317	1609	90	3098	2033	2901	2828	430	2580	2906	462	2370	1538	128	3015	3007	3845	2217	3477	1438	2394	90	3436	2248
3398	3294	2825	90	90	1393	3010	3169	1200	2306	2769	91	4096	763	2229	836	2127	3064	531	698	3920	2032	339	996	3434	448	2238	3726	2408	2888	3833	3660	190	768	1161	3326	2792	2411	2206	3127	117	3813	3267	844	1457	2879	123	1800	454	1297	2423	1809	3564	90	3625	2418	2699	2174	359	1666	755	3039	3174	599	2022	351	433	2381	1920	1220	2724	1004	3924	1860	3290	2644	90	3368	2850	2102	741	229	1107	1244	1386	876	2515	1011	1908	90	289
2617	328	3273	4037	1649	2705	1864	358	2478	631	513	3260	763	4096	1198	964	1415	2811	1618	1184	2513	802	2267	1634	750	3896	666	671	2663	2266	2575	2173	1886	1875	1362	2039	4067	90	2125	2797	2132	199	222	906	1091	704	2149	90	3758	1327	434	3220	238	2391	1400	1644	318	3180	3748	3181	1455	4094	2409	853	2835	2505	493	2366	3604	1330	2467	90	2356	3456	2062	1378	2654	1679	2935	2976	2523	2330	3554	231	2045	2377	3253	2178	3217	1685	3239
4053	3724	1163	3146	3488	3760	1603	90	2675	4073	3867	1024	2229	1198	4096	1557	1205	1084	2760	1241	2507	533	1928	2488	2145	438	1466	3711	3560	3825	4010	90	2466	3422	3935	2115	545	245	776	465	1700	3150	1420	2277	2137	1583	1611	573	3734	2753	3934	2120	813	1008	2726	2058	2715	583	1576	134	1743	3674	2227	2291	540	916	3244	2153	2300	3670	2940	4089	2314	1202	1382	3405	3542	3562	637	661	3480	1394	2627	2274	201	3581	2933	2321	2385	3793	3628
2367	623	2324	1732	2299	1491	959	122	487	1254	2981	1738	836	964	1557	4096	3109	384	2798	1823	2410	784	3627	3637	3468	1419	1451	165	2978	90	2013	812	2661	1116	2618	2620	831	2243	3559	3257	2864	3956	2689	3942	416	3874	3366	4079	3958	1650	2081	2204	842	90	2261	967	3770	4061	1874	946	3621	3411	565	810	1556	3357	2579	3046	489	2945	2270	2251	420	881	1833	1604	3866	3289	616	1006	3153	90	3694	3249	412	1988	1093	3365	1061	1030	1559
3219	324	90	3346	327	2231	306	711	336	3638	775	1304	2127	1415	1205	3109	4096	3272	4043	4080	1620	3397	310	3649	654	90	1820	3132	2642	3028	3755	1031	376	2135	732	2382	737	2905	920	3951	3108	4071	273	133	3520	459	1714	2096	3454	1221	2852	860	3242	3466	108	3429	582	3948	3577	3306	3617	1723	3682	3840	3026	2254	2308	1058	397	3681	124	3384	3508	3731	3856	90	348	1019	390	437	642	3484	4042	791	3172	1543	4044	1662	3529	2095	3361
1654	892	815	2416	1671	2950	2997	904	2613	307	3424	1758	3064	2811	1084	384	3272	4096	979	1859	3440	1958	1724	1199	2766	2645	3583	2317	3179	2707	225	3471	1770	2358	2967	2406	3005	2826	3639	1068	2672	1352	2855	834	1479	90	174	90	909	2338	1893	3543	1593	1913	2055	2360	3391	723	3815	1907	2336	3971	2977	3209	3514	2878	3609	2801	793	2437	3221	1056	3659	3285	1233	2521	3602	3940	865	3783	2180	1801	1486	90	90	157	679	2187	2549	1054	3819
4004	3288	3423	479	1509	2162	1919	3632	1948	566	2005	1867	531	1618	2760	2798	4043	979	4096	846	1848	2203	1673	3202	2113	1602	1159	220	3854	2089	2477	752	764	2875	233	3003	3699	792	2334	1794	3465	2344	2796	1775	2064	3323	1688	1513	1735	1672	1923	1728	1614	1842	3672	2439	3764	3287	1009	725	3342	3184	2810	686	356	3013	3623	1448	3441	113	2445	3025	3522	1411	3381	4066	544	265	1940	90	1020	2401	1502	3539	3097	1608	2110	950	3083	2315	1401
2597	2529	408	251	1115	1065	2440	2190	3678	3982	3475	1871	698	1184	1241	1823	4080	1859	846	4096	1101	1790	2086	90	715	3633	4030	3947	480	3710	90	331	298	3899	838	1051	1832	1853	728	1569	349	2195	781	1182	3268	3957	2398	3550	2131	1070	3364	1725	1456	1395	3752	1805	633	1938	3570	1846	2397	2176	2312	1192	3526	3974	3586	1288	3697	3280	3677	3882	4011	1712	363	1087	1807	2136	3392	3987	2429	295	3501	1884	1391	555	2659	542	3808	2496	3515
551	3344	3747	446	923	556	2085	4086	2603	2845	3419	1134	3920	2513	2507	2410	1620	3440	1848	1101	4096	3511	3732	3573	90	949	3860	3931	1577	753	3528	3705	3143	3898	3881	2589	1748	1792	3984	1525	3994	1600	3450	137	2559	90	4049	366	1594	2481	3317	3789	3385	3032	2908	2824	983	3746	2427	1630	443	957	424	1865	2405	2107	492	3684	3837	2544	155	799	2471	3848	2772	2027	3376	490	2986	1300	2388	3870	1010	2218	3569	3431	1718	2598	3687	2000	1129
2534	3056	2080	3571	2124	2768	3901	2569	4032	2290	3469	2482	2032	802	533	784	3397	1958	2203	1790	3511	4096	2686	2538	3495	3124	3532	3048	375	932	893	1160	94	382	3823	688	2462	189	3946	3998	3259	952	612	182	2641	1214	463	3862	2353	1945	2809	1663	816	978	1759	3606	710	1527	3230	2784	3943	2781	3045	2565	879	3458	2369	2144	2688	3846	90	1446	1660	772	2535	3261	1219	1925	3040	1027	600	657	3911	1340	1625	2685	3679	357	3058	577	90
2159	3919	1656	2587	901	90	3718	3051	2433	1341	2885	891	339	2267	1928	3627	310	1724	1673	2086	3732	2686	4096	774	1137	1616	3859	744	355	524	1956	3857	1787	1122	3579	1985	396	2590	936	1605	1901	994	511	3347	2281	1165	3880	344	2712	697	3060	377	2282	2328	4034	125	168	2498	145	3884	3482	2222	3038	804	3283	1321	3933	1507	3358	2718	2691	2371	2483	3149	3888	955	536	1103	1067	2899	2475	1670	2815	2275	264	2348	961	3401	244	1984	243
845	2840	3832	981	3140	3620	1898	1803	1761	2834	2116	3136	996	1634	2488	3637	3649	1199	3202	90	3573	2538	774	4096	2813	824	1417	90	2365	3170	2662	1106	854	3737	1813	2450	968	669	3213	2264	3585	2790	2711	3178	2860	2182	695	394	2532	1203	1381	714	3572	1597	1639	1290	3330	3043	3148	3600	2235	514	766	1275	253	3183	4083	2693	315	4092	3610	738	3334	2989	2146	2177	1690	4033	1524	934	1651	2889	352	347	1811	1239	1682	411	4075	3276	3279
476	1216	3418	1265	3900	1627	2971	2628	2355	1228	4070	887	3434	750	2145	3468	654	2766	2113	715	90	3495	1137	2813	4096	2268	3402	1354	3311	985	2469	259	2704	1546	1590	379	827	447	3927	2648	3507	2727	3780	1986	2752	3187	2073	839	1007	926	170	1969	158	927	2872	1338	2799	409	2988	400	2376	2352	2025	586	3112	3333	3185	2122	3409	112	924	1652	980	2640	1170	374	809	2806	1500	2034	720	3996	2305	3359	1172	1037	2682	1973	1933	1155	1696
1389	4055	2520	3001	3831	2194	1053	902	4022	388	1740	690	448	3896	438	1419	90	2645	1602	3633	949	3124	1616	824	2268	4096	587	2817	1229	3266	1078	938	691	1642	3111	4035	864	1407	2510	3110	500	1206	509	1922	2070	2706	3216	176	1515	1269	3313	3065	2333	1924	658	1082	1529	279	3246	3879	2880	2287	1314	90	3967	3589	1930	956	2473	1076	213	3428	3009	3683	3658	3348	1291	2670	171	1433	3989	1488	436	4014	1774	2773	644	90	3145	1926	2947
136	972	1781	457	1090	4046	1028	1274	1226	592	3801	2244	2238	666	1466	1451	1820	3583	1159	4030	3860	3532	3859	1417	3402	587	4096	1470	991	1995	2211	613	3017	2474	1578	677	90	3963	2802	748	1668	3895	1830	275	2959	1387	2018	210	2865	1482	3928	2572	458	293	3483	1379	3408	3725	3031	508	1351	2904	3395	269	4078	1421	3653	1647	3582	316	3809	1537	2349	90	4019	1749	3676	3756	2861	2363	4041	843	317	3821	1689	608	3611	3371	2486	2524	1734
3716	3072	3116	2395	970	3154	2340	313	984	300	1808	2779	3726	671	3711	165	3132	2317	220	3947	3931	3048	744	90	1354	2817	1470	4096	2298	731	3151	3076	1815	483	1921	1612	1684	286	1495	3370	130	2955	907	407	3390	1826	826	452	2389	899	2468	2295	3612	2944	2684	2494	3302	1977	90	2876	2396	2763	3673	3885	675	2714	105	2002	167	3002	2979	90	3970	807	242	2583	3521	90	364	2540	729	181	1802	371	1483	2490	3849	3489	2065	2970	194
2957	1344	1615	942	3630	557	2276	3126	1038	3047	337	1870	2408	2663	3560	2978	2642	3179	3854	480	1577	375	355	2365	3311	1229	991	2298	4096	90	2185	2516	3414	1863	177	1238	1637	1971	497	261	3322	3733	2292	3077	1072	1460	3117	3616	3680	335	3596	3284	2392	1788	2283	1591	3990	1059	847	3470	3295	3389	274	2099	4064	2907	3807	2858	739	3063	207	2568	3461	2097	3310	1437	3534	3702	1375	1371	3988	1750	449	3892	268	2015	3472	2278	3168	1764	350
200	3641	3643	1490	2759	3693	1476	3513	1691	3093	1517	2241	2888	2266	3825	90	3028	2707	2089	3710	753	932	524	3170	985	3266	1995	731	90	4096	1508	674	571	2139	3795	3435	3597	4062	2068	3657	848	3019	2791	1247	3675	1373	703	1636	107	2057	187	2929	1831	3763	2744	1414	1342	1404	2745	1162	3286	1932	878	1015	1998	1936	825	3037	539	3362	1955	3464	1039	2823	668	114	638	780	3743	263	3412	2932	1510	2677	3000	2942	224	3655	1731	1545	3303
1555	1283	2426	1943	3175	3329	3400	2087	2595	146	1694	3121	3833	2575	4010	2013	3755	225	2477	90	3528	893	1956	2662	2469	1078	2211	3151	2185	1508	4096	2612	254	1276	643	3897	477	2622	4039	2214	3781	1333	192	507	1132	2009	3773	2851	2588	971	2653	2560	147	360	163	444	2829	2987	1819	1494	415	3578	3557	314	1747	2702	3318	3437	2456	1981	3739	2400	3212	811	2655	1472	2128	1493	2983	3750	1143	2953	1584	2924	1243	2106	3248	2114	995	3575	3878
1287	1573	3820	1849	900	478	3502	1778	1658	1355	1563	716	3660	2173	90	812	1031	3471	752	331	3705	1160	3857	1106	259	938	613	3076	2516	674	2612	4096	2502	3576	634	1877	3446	2310	2094	3538	1147	945	570	3232	1927	4036	1231	1449	1000	761	3102	140	2788	343	1678	548	2743	1250	2245	4001	2812	1991	647	2948	896	333	160	2758	576	3315	3094	1547	3692	2910	944	1045	1797	1711	90	95	3547	3745	890	2795	172	598	2189	2479	3835	2666	2063
1917	3981	2873	2537	3113	597	2943	3321	370	3712	3006	948	190	1886	2466	2661	376	1770	764	298	3143	94	1787	854	2704	691	3017	1815	3414	571	254	2502	4096	3698	3744	2938	3084	651	3708	3374	1713	111	494	4051	1720	3890	118	2741	2814	2683	2133	778	1469	1951	90	3443	806	1845	821	1519	696	3761	3319	3925	2564	3073	2936	1458	1657	1736	3953	127	3909	2985	898	1022	3088	2236	495	1130	2003	3561	692	3592	1827	2464	3525	595	1595	2877	2342
2716	1635	4072	4085	441	102	1499	630	2006	2052	1018	312	768	1875	3422	1116	2135	2358	2875	3899	3898	382	1122	3737	1546	1642	2474	483	1863	2139	1276	3576	3698	4096	1791	3008	3349	488	3200	1935	1581	1307	2821	2542	1574	90	1727	3803	1204	2280	1708	103	614	266	1674	2511	4069	2143	3498	667	3159	3991	3197	3636	294	3030	2545	3719	237	2533	1915	3652	1036	966	2256	706	3727	3129	2973	2696	1812	3258	101	1911	2562	2100	301	760	1148	246	569
3352	2345	1126	2191	3517	120	3107	90	429	2019	3460	2822	1161	1362	3935	2618	732	2967	233	838	3881	3823	3579	1813	1590	3111	1578	1921	177	3795	643	634	3744	1791	4096	3648	4024	2554	2867	3128	321	940	197	250	3829	1953	3211	2952	3067	3044	618	2499	2249	1326	3975	90	532	880	3087	2996	925	2384	329	1041	451	863	1891	148	90	4065	1565	230	3433	3298	2647	803	1021	3155	2660	100	2252	2307	3474	3459	3206	1909	2856	1017	684	1796	1075
2186	590	1906	239	1282	3195	1440	2487	3164	3033	3377	3011	3326	2039	2115	2620	2382	2406	3003	1051	2589	688	1985	2450	379	4035	677	1612	1238	3435	3897	1877	2938	3008	3648	4096	453	1786	1334	3776	1521	868	1318	2881	1032	1514	682	3445	1704	1268	559	2170	700	689	90	4095	97	1516	1191	3902	99	3965	393	1680	1412	3598	499	3095	1183	3818	90	1793	1306	1190	1553	90	2517	519	380	841	2787	4054	2040	1139	3104	3263	2461	3020	4090	1174	1677
2616	2581	1964	1990	2242	291	383	2066	1934	2273	2921	2443	2792	4067	545	831	737	3005	3699	1832	1748	2462	396	968	827	864	90	1684	1637	3597	477	3446	3084	3349	4024	453	4096	1452	2552	673	1316	262	3663	3852	3337	1741	3438	2780	1240	1150	3125	3082	198	1345	406	1050	3917	3691	3091	3324	2912	3233	1264	3978	3969	445	641	818	2335	2359	1631	2561	2061	3062	202	770	4084	2728	3903	260	3226	646	3930	3523	2341	2774	2931	3828	543	2619	3293
1071	3661	141	3224	3208	159	1003	1180	285	2694	786	2403	2411	90	245	2243	2905	2826	792	1853	1792	189	2590	669	447	1407	3963	286	1971	4062	2622	2310	651	488	2554	1786	1452	4096	3292	2351	184	2084	2322	3189	2679	403	2550	139	814	1252	1532	3877	1357	3245	3893	3314	2863	3587	1095	119	1324	256	2402	2592	365	1974	558	2571	2441	1632	779	1380	3387	998	1681	2458	1641	3085	989	3912	1571	1109	3704	1843	3822	2077	1607	564	987	1462	2179
1769	299	1667	1772	1918	681	3061	2053	2316	1211	2747	4076	2206	2125	776	3559	920	3639	2334	728	3984	3946	936	3213	3927	2510	2802	1495	497	2068	4039	2094	3708	3200	2867	1334	2552	3292	4096	3827	1949	2257	1358	486	2566	3396	1852	2820	1016	1227	648	3479	2734	1817	2668	1742	2669	1086	209	2446	2803	1406	3959	585	1286	2934	2584	354	3205	2459	1899	3907	2896	2237	1487	2703	2339	2805	1937	90	874	1709	3784	2168	2853	1610	2531	794	4026	1799	1353
2555	2982	3635	345	214	1384	3654	2730	535	290	1752	3563	3127	2797	465	3257	3951	1068	1794	1569	1525	3998	1605	2264	2648	3110	748	3370	261	3657	2214	3538	3374	1935	3128	3776	673	2351	3827	4096	281	1916	505	2156	2563	3421	783	1396	3608	2444	754	1248	2842	2762	391	3016	90	1947	636	2050	1489	179	2432	3312	3805	90	2708	267	3167	937	1034	3099	3782	2361	1410	659	523	203	410	3404	1903	3463	3250	3106	2731	3238	992	1364	3905	3549	3688
2372	2193	1868	2480	1100	2963	1001	1762	1579	694	2984	3730	117	2132	1700	2864	3108	2672	3465	349	3994	3259	1901	3585	3507	500	1668	130	3322	848	3781	1147	1713	1581	321	1521	1316	184	1949	281	4096	104	1285	3527	502	2739	4050	3504	855	2078	3201	2200	2501	3383	3027	3904	3055	2740	3841	4002	1715	2636	90	3215	1253	541	549	736	2611	871	1121	378	4077	3036	2286	1131	1325	4056	2425	3228	1185	1544	1197	2346	1692	910	2164	2152	1416	3373	823
323	2732	2800	3929	1523	3476	252	665	584	320	1368	3883	3813	199	3150	3956	4071	1352	2344	2195	1600	952	994	2790	2727	1206	3895	2955	3733	3019	1333	945	111	1307	940	868	262	2084	2257	1916	104	4096	1138	1111	450	151	645	591	2994	3053	3355	3646	3235	3096	1397	977	1675	2296	1733	547	193	178	471	2695	3282	2539	90	2192	1153	3863	2354	3922	837	4047	3103	232	604	3645	381	1587	1085	2522	722	2302	1299	2804	717	1179	3394	372	1232
1839	3740	90	640	2838	2288	2265	3913	1468	3353	1259	257	3267	222	1420	2689	273	2855	2796	781	3450	612	511	2711	3780	509	1830	907	2292	2791	192	570	494	2821	197	1318	3663	2322	1358	505	1285	1138	4096	1066	919	3223	1177	1023	1989	90	1060	2048	3277	3338	516	442	3275	3767	3354	258	2958	90	166	589	1119	1965	2240	1941	1505	161	1837	3640	1329	746	3551	270	939	2026	2492	3886	800	1873	90	3505	3868	3771	1976	1168	1413	3380	1629
606	1638	3696	1370	464	867	3393	1025	2103	4000	1144	2035	844	906	2277	3942	133	834	1775	1182	137	182	3347	3178	1986	1922	275	407	3077	1247	507	3232	4051	2542	250	2881	3852	3189	486	2156	3527	1111	1066	4096	2210	856	2509	2059	771	1716	610	1474	2755	974	1463	1661	1850	2594	1074	2117	905	2650	1754	3190	2671	3486	4038	3729	2721	3119	708	3939	3915	1828	3858	3265	421	3871	4087	1653	3853	3251	1193	2902	3574	3271	435	1464	90	278	1434
414	3593	90	1570	1621	2786	2320	2844	248	3535	2091	1777	1457	1091	2137	416	3520	1479	2064	3268	2559	2641	2281	2860	2752	2070	2959	3390	1072	3675	1132	1927	1720	1574	3829	1032	3337	2679	2566	2563	502	450	919	2210	4096	2698	296	2387	342	2452	2489	3131	656	2859	1876	2923	835	2104	3713	3050	2378	3791	1883	1687	1035	2460	777	680	2546	3798	1844	2260	1099	3567	1210	3331	3074	1428	1552	90	830	1773	2325	3142	2088	1069	1047	1957	1049	3766	1779
1336	2874	3252	3166	3487	3301	4059	3449	1520	2233	2007	2886	2879	704	1583	3874	459	90	3323	3957	90	1214	1165	2182	3187	2706	1387	1826	1460	1373	2009	4036	3890	90	1953	1514	1741	403	3396	3421	2739	151	3223	856	2698	4096	2147	858	2847	3372	3754	2870	2331	560	1835	404	3814	1098	3158	588	303	2383	235	1104	2506	3453	1044	3530	1562	581	3231	456	2754	195	2434	1383	385	309	2678	1281	3738	413	467	3345	1560	1277	3541	308	1952	1721	1151
1399	3769	3873	3847	1167	3656	1780	1814	2279	2197	1124	3834	123	2149	1611	3366	1714	174	1688	2398	4049	463	3880	695	2073	3216	2018	826	3117	703	3773	1231	118	1727	3211	682	3438	2550	1852	783	4050	645	1177	2509	296	2147	4096	361	3830	1305	510	2920	395	3203	3753	3156	1575	727	1301	2232	3540	2323	2657	1424	2903	1503	1097	2656	1659	90	3565	90	3995	2497	2536	931	3115	2928	2785	2318	2937	4027	2142	3014	875	1887	912	106	859	2857	2697
1757	3134	1215	3379	562	3938	2632	3945	426	188	3824	3066	1800	90	573	4079	2096	90	1513	3550	366	3862	344	394	839	176	210	452	3616	1636	2851	1449	2741	3803	2952	3445	2780	139	2820	1396	3504	591	1023	2059	2387	858	361	4096	3992	869	3452	1280	1558	1834	3406	518	2010	1092	3447	2311	3448	2297	3855	2951	1223	2247	2913	1453	1367	175	3133	1423	2379	2946	3762	468	2028	504	2221	3079	1349	563	2140	2163	2215	2725	1166	3413	3141	1717	1311
1561	3650	3545	4007	1258	3810	2213	3078	3566	796	2337	1624	454	3758	3734	3958	3454	909	1735	2131	1594	2353	2712	2532	1007	1515	2865	2389	3680	107	2588	1000	2814	1204	3067	1704	1240	814	1016	3608	855	2994	1989	771	342	2847	3830	3992	4096	3792	921	578	1169	982	1260	2167	1756	3304	3891	1196	1702	1816	3768	3799	1267	3332	90	2634	1284	2020	2435	2239	1730	2126	903	1323	2919	520	873	2917	1120	4017	1294	2375	1029	797	1789	1554	1982	2738	2543
3194	90	98	2226	2776	3442	1619	3777	653	1447	3407	1213	1297	1327	2753	1650	1221	2338	1672	1070	2481	1945	697	1203	926	1269	1482	899	335	2057	971	761	2683	2280	3044	1268	1150	1252	1227	2444	2078	3053	90	1716	2452	3372	1305	869	3792	4096	2557	2442	1133	632	2134	1542	1303	546	3177	90	655	649	3171	3936	1242	1127	2596	2574	1518	1255	1366	2207	1014	2871	2484	3308	1504	3305	3375	1580	154	2610	2891	219	1377	1599	491	2916	2036	2512	2717
501	2775	1968	953	1266	2637	2980	1586	2108	2551	2664	3054	2423	434	3934	2081	2852	1893	1923	3364	3317	2809	3060	1381	170	3313	3928	2468	3596	187	2653	3102	2133	1708	618	559	3125	1532	648	754	3201	3355	1060	610	2489	3754	510	3452	921	2557	4096	423	1726	580	3023	1481	2485	861	1405	3503	1005	3328	1592	3278	965	90	3685	90	4029	1564	1879	1540	2250	3068	1628	2866	1648	3403	1744	340	319	1810	3584	973	2417	2651	461	2733	713	3544	2109
1548	1217	3415	283	2993	3118	2386	3081	3908	2690	1123	788	1809	3220	2120	2204	860	3543	1728	1725	3789	1663	377	714	1969	3065	2572	2295	3284	2929	2560	140	778	103	2499	2170	3082	3877	3479	1248	2200	3646	2048	1474	3131	2870	2920	1280	578	2442	423	4096	2643	3634	3492	470	525	144	240	1931	2021	373	1271	699	1972	1089	2746	129	941	2831	3689	1145	3336	90	4068	758	3950	3300	2832	4018	3227	2599	2751	2623	2927	1467	1910	2269	3021	1055	2720
2830	1042	3369	1356	3986	3757	2652	2023	386	2892	795	986	3564	238	813	842	3242	1593	1614	1456	3385	816	2282	3572	158	2333	458	3612	2392	1831	147	2788	1469	614	2249	700	198	1357	2734	2842	2501	3235	3277	2755	656	2331	395	1558	1169	1133	1726	2643	4096	1094	3955	287	619	417	2818	2038	3518	341	2782	322	3089	280	3451	3788	4060	2854	2090	1856	662	2528	2209	2079	90	4074	3196	110	3599	877	740	2954	2742	1430	663	3430	3851	908	191
3695	1293	353	3703	2930	2606	2573	1388	3042	2911	2404	3839	90	2391	1008	90	3466	1913	1842	1395	3032	978	2328	1597	927	1924	293	2944	1788	3763	360	343	1951	266	1326	689	1345	3245	1817	2762	3383	3096	3338	974	2859	560	3203	1834	982	632	580	3634	1094	4096	3130	1492	975	2767	4058	3432	2789	1365	2001	92	169	1201	2998	1289	1746	3916	3555	2600	529	3491	1622	1703	620	2438	2044	2926	2202	3619	1149	1079	683	2198	4015	2008	575	1320	2848
4091	1855	3105	1331	2072	1975	2884	3721	2508	886	2900	2069	3625	1400	2726	2261	108	2055	3672	3752	2908	1759	4034	1639	2872	658	3483	2684	2283	2744	163	1678	90	1674	3975	90	406	3893	2668	391	3027	1397	516	1463	1876	1835	3753	3406	1260	2134	3023	3492	3955	3130	4096	2591	1782	3262	2667	2519	1176	2735	2258	2990	2350	1822	1164	211	1626	1942	2293	96	1052	1444	1140	3629	2969	1496	3012	3485	1994	2430	1272	3382	930	2436	685	1959	1665	3556	3236
